Product Name,Region,Warehouse ID,Date,Business Unit,Strategic Initiative,Revenue,Expenses,Net Profit,ROI (%),Cost per Unit,Inventory Units,Carrying Cost Rate,Inventory Carrying Cost,Logistics Spend,Automation Investment,Automation Savings,ROI on Automation (%),Risk Category,Risk Score,Risk Status,Order Fulfillment Rate (%),Avg Delivery Time (Days),Network Efficiency Score,Carbon Emission (kg),Emission per Order (kg),Renewable Energy Usage (%),Waste Reduction (%),Initiative Impact Score,Projected Growth (%)
Adidas Sneakers,South,WH_2,2025-06-21,Home Essentials,Sustainable Packaging,83711.0,9679.44,74031.56,764.83,86.93,597,17.61,9139.1,13632.42,4610.45,817.33,17.73,High,7.41,Stable,87.15,5.96,93.11,964.25,1.62,31.4,26.06,89.29,19.65
Nike T-Shirt,South,WH_3,2025-06-15,Consumer Goods,Warehouse Automation,56303.0,47225.93,9077.07,19.22,229.0,2711,17.99,111685.34,12921.83,18234.63,1439.85,7.9,Medium,1.77,Stable,88.04,2.36,73.57,1532.17,0.57,20.6,25.98,87.83,15.08
iPhone 14,East,WH_2,2025-06-25,Consumer Goods,Warehouse Automation,66652.76,43277.86,23374.899999999994,54.01,412.24,2534,7.7,80435.44,12252.18,19886.36,2150.71,10.82,High,5.48,Watchlist,85.24,1.61,78.75,1444.65,0.57,25.78,27.97,56.83,18.45
Hot Wheels Car,North,WH_2,2025-04-19,Home Essentials,Sustainable Packaging,89326.11,68983.35,20342.759999999995,29.49,184.08,4747,16.78,146628.3,5958.34,13595.15,2663.49,19.59,Medium,3.9,Critical,85.71,3.27,91.57,1742.14,0.37,79.43,17.32,57.34,5.84
Samsung Galaxy S22,West,WH_2,2025-06-04,Home Essentials,Demand Forecasting,87962.49,77050.38,10912.11,14.16,227.59,570,17.67,22922.64,7698.06,12644.62,2558.28,20.23,High,8.29,Stable,91.03,4.53,74.59,580.73,1.02,35.17,28.68,71.6,11.97
Hot Wheels Car,East,WH_3,2025-05-07,Electronics,Green Logistics,43070.18,35463.03,7607.1500000000015,21.45,87.09,2202,16.01,30702.73,5915.7,15835.36,3651.88,23.06,Low,5.06,Watchlist,89.45,4.4,96.86,1943.54,0.88,83.8,49.65,81.17,14.34
Barbie Doll,West,WH_2,2025-05-05,Fashion,Green Logistics,38720.6,29200.16,9520.439999999999,32.6,20.31,2522,7.18,3677.73,3484.21,1023.91,90.51,8.84,Medium,7.69,Watchlist,85.18,2.08,79.66,2830.37,1.12,34.15,16.55,81.17,16.38
Wooden Table,North,WH_2,2025-06-07,Fashion,Green Logistics,74668.59,27853.27,46815.31999999999,168.08,260.41,1674,5.22,22755.35,8284.88,14101.69,1561.89,11.08,Medium,1.1,Stable,88.53,3.32,89.47,1993.4,1.19,72.33,20.92,61.63,6.46
Tomato Ketchup,West,WH_4,2025-05-05,Consumer Goods,Last-Mile Optimization,75808.4,8734.02,67074.37999999999,767.97,230.83,826,6.07,11573.4,12887.63,15477.43,2051.71,13.26,Medium,7.15,Stable,92.29,3.85,85.96,1512.67,1.83,95.76,49.4,85.38,17.94
Bookshelf,South,WH_2,2025-05-26,Consumer Goods,Warehouse Automation,62264.33,48554.54,13709.79,28.24,87.25,1829,15.12,24128.53,5674.08,14908.73,1624.62,10.9,Medium,4.22,Stable,89.82,5.67,82.06,1800.31,0.98,99.86,17.83,80.45,13.68
Hot Wheels Car,North,WH_1,2025-06-01,Electronics,Sustainable Packaging,64770.9,9071.58,55699.32,614.0,460.8,792,12.03,43903.92,11069.78,2522.33,551.57,21.87,High,2.68,Watchlist,91.71,6.79,73.47,1976.81,2.5,52.35,35.94,97.73,13.41
Samsung Galaxy S22,West,WH_1,2025-06-15,Consumer Goods,Warehouse Automation,54033.63,41098.0,12935.629999999997,31.48,148.6,2215,9.66,31795.79,6492.0,8174.34,1143.97,13.99,Low,9.53,Watchlist,97.94,3.35,99.05,2000.02,0.9,34.7,56.99,53.73,7.18
Sony Headphones,North,WH_4,2025-06-22,Consumer Goods,Green Logistics,42946.2,24049.69,18896.51,78.57,337.08,2695,11.71,106377.22,4459.72,4154.38,426.75,10.27,Medium,1.97,Critical,98.87,6.18,97.84,709.51,0.26,28.61,23.23,96.13,10.57
IKEA Chair,North,WH_3,2025-05-11,Fashion,Last-Mile Optimization,35183.95,11370.51,23813.439999999995,209.43,320.46,4810,5.84,90018.5,8865.87,4353.29,495.49,11.38,Low,7.81,Watchlist,91.54,4.65,73.94,2427.04,0.5,35.61,11.63,82.73,18.95
Barbie Doll,North,WH_2,2025-06-20,Consumer Goods,Warehouse Automation,87774.49,81039.04,6735.450000000012,8.31,50.72,1611,17.58,14364.6,4029.39,14676.71,3639.59,24.8,Low,4.16,Watchlist,96.29,3.41,72.53,2774.84,1.72,63.31,53.51,84.65,18.95
Levi's Jeans,North,WH_4,2025-04-23,Fashion,Sustainable Packaging,78084.66,17521.0,60563.66,345.66,246.46,4121,5.39,54744.16,5787.5,17874.88,3121.03,17.46,Low,7.56,Critical,86.36,6.05,81.08,1072.2,0.26,52.15,41.92,71.98,14.79
Samsung Galaxy S22,North,WH_4,2025-05-24,Home Essentials,Warehouse Automation,59816.98,47040.74,12776.240000000005,27.16,76.07,4024,11.48,35140.93,4109.63,18565.32,1868.23,10.06,Medium,5.95,Stable,93.57,3.72,84.62,2822.04,0.7,81.45,44.31,90.67,10.98
Pasta,West,WH_2,2025-06-02,Fashion,Warehouse Automation,84639.7,9227.04,75412.66,817.3,313.77,1079,10.88,36835.09,2539.49,10725.77,768.59,7.17,Low,9.51,Watchlist,85.49,1.61,91.34,1741.06,1.61,72.47,59.65,73.47,12.14
Tomato Ketchup,East,WH_3,2025-06-15,Electronics,Green Logistics,75539.08,14057.45,61481.630000000005,437.36,254.79,2082,13.48,71507.73,8279.43,19033.7,3344.01,17.57,Medium,7.11,Stable,91.13,4.68,85.43,663.48,0.32,24.14,55.29,73.94,13.73
Barbie Doll,West,WH_3,2025-06-09,Home Essentials,Demand Forecasting,15967.01,9413.21,6553.800000000001,69.62,495.64,516,11.08,28337.13,9125.99,17604.01,4329.23,24.59,High,7.86,Critical,94.47,5.82,94.04,1164.46,2.26,30.89,27.06,95.07,16.0
Levi's Jeans,West,WH_3,2025-06-14,Fashion,Last-Mile Optimization,60310.85,59723.27,587.5800000000017,0.98,153.53,972,7.58,11311.72,6288.66,4372.7,998.52,22.84,Medium,9.53,Watchlist,98.64,2.81,73.26,1422.13,1.46,45.28,23.49,84.76,17.45
Sony Headphones,South,WH_2,2025-05-18,Consumer Goods,Green Logistics,95723.45,55151.49,40571.96,73.56,263.53,295,17.71,13767.99,7081.22,6666.16,1618.7,24.28,High,7.08,Watchlist,95.83,4.74,97.56,658.46,2.23,43.11,42.64,68.83,19.79
Nike T-Shirt,South,WH_4,2025-04-27,Home Essentials,Warehouse Automation,37351.32,11664.45,25686.87,220.22,311.98,4445,18.12,251279.3,10302.52,1219.87,65.01,5.33,Low,4.14,Stable,90.72,4.12,98.88,939.77,0.21,62.73,53.59,55.87,7.76
Nike T-Shirt,East,WH_3,2025-06-17,Consumer Goods,Sustainable Packaging,52051.63,12290.96,39760.67,323.5,65.7,2652,12.01,20925.79,12423.26,2303.17,451.1,19.59,Low,5.25,Watchlist,94.14,2.83,91.27,2941.45,1.11,21.96,14.76,93.27,15.14
Corn Flakes,West,WH_2,2025-06-22,Fashion,Warehouse Automation,81838.83,64778.54,17060.29,26.34,490.63,4520,5.15,114208.85,13243.29,4689.4,830.02,17.7,Medium,2.44,Watchlist,97.53,4.96,90.45,1993.69,0.44,38.85,37.93,98.52,14.83
Corn Flakes,North,WH_2,2025-04-13,Home Essentials,Last-Mile Optimization,77282.08,49150.71,28131.370000000003,57.23,426.44,2695,9.9,113776.32,7663.22,4676.68,802.92,17.17,High,1.46,Critical,89.51,5.05,97.34,791.11,0.29,70.7,24.51,63.44,7.06
Bookshelf,East,WH_1,2025-06-19,Home Essentials,Last-Mile Optimization,28826.04,10819.35,18006.690000000002,166.43,401.66,4006,6.39,102818.29,14032.4,11392.66,2193.81,19.26,Low,5.57,Watchlist,93.56,5.87,70.66,2338.36,0.58,41.61,32.61,98.63,12.03
Barbie Doll,South,WH_2,2025-04-16,Consumer Goods,Sustainable Packaging,97884.29,74208.56,23675.729999999996,31.9,46.04,103,19.87,942.26,14328.06,13989.12,2920.86,20.88,Medium,1.47,Watchlist,93.72,2.05,84.23,1580.11,15.34,60.72,58.73,66.85,16.22
IKEA Chair,East,WH_3,2025-05-29,Electronics,Green Logistics,24839.33,5685.44,19153.890000000003,336.89,485.94,864,6.66,27962.15,8725.1,10979.44,2247.66,20.47,High,6.44,Watchlist,94.14,6.67,79.56,709.51,0.82,95.33,14.09,56.86,19.43
Levi's Jeans,East,WH_1,2025-04-18,Home Essentials,Warehouse Automation,19655.95,18470.73,1185.2200000000012,6.42,241.78,4763,15.05,173315.52,5280.98,9318.37,1248.89,13.4,High,9.17,Stable,91.77,1.64,81.26,2108.49,0.44,75.24,26.48,61.45,7.95
Levi's Jeans,North,WH_2,2025-06-25,Electronics,Demand Forecasting,76430.58,42345.31,34085.270000000004,80.49,396.35,3430,16.02,217788.78,13950.55,17957.15,3198.0,17.81,Low,4.67,Watchlist,87.67,3.6,90.97,638.94,0.19,44.96,27.03,53.73,5.6
Sony Headphones,West,WH_3,2025-05-18,Home Essentials,Green Logistics,80521.93,72414.08,8107.849999999991,11.2,15.53,4149,11.22,7229.49,2757.53,19470.89,1937.15,9.95,High,1.24,Stable,89.78,3.04,71.44,2359.43,0.57,66.5,45.26,52.97,17.89
Nike T-Shirt,West,WH_1,2025-05-27,Fashion,Demand Forecasting,78069.95,55482.34,22587.61,40.71,163.41,2883,19.52,91960.87,5000.75,5814.16,1325.01,22.79,Medium,6.11,Watchlist,90.89,1.83,73.76,2878.0,1.0,73.23,32.16,63.72,10.45
Adidas Sneakers,West,WH_4,2025-06-14,Fashion,Sustainable Packaging,21976.78,16391.56,5585.2199999999975,34.07,242.05,1145,17.37,48140.48,5012.65,18893.6,1406.23,7.44,Low,5.91,Stable,89.17,6.57,89.1,1676.55,1.46,39.29,27.03,69.62,14.2
Levi's Jeans,East,WH_2,2025-06-03,Home Essentials,Last-Mile Optimization,44449.04,29016.67,15432.370000000003,53.18,102.51,2253,10.7,24712.19,12167.89,5382.55,406.43,7.55,Medium,4.57,Stable,90.46,2.7,85.06,1808.72,0.8,82.95,32.93,88.63,7.23
Bookshelf,East,WH_2,2025-04-28,Home Essentials,Last-Mile Optimization,41438.53,12609.14,28829.39,228.64,160.75,524,14.55,12255.9,13123.59,12501.84,894.58,7.16,High,1.05,Watchlist,90.09,2.45,93.22,505.75,0.97,70.16,45.7,80.51,14.38
Corn Flakes,North,WH_2,2025-06-09,Home Essentials,Sustainable Packaging,61900.81,48267.11,13633.699999999997,28.25,175.95,153,11.02,2966.62,13505.02,9609.6,2286.72,23.8,High,2.2,Watchlist,90.1,2.12,79.0,2437.32,15.93,47.16,32.54,70.94,19.55
Sony Headphones,South,WH_2,2025-04-09,Electronics,Green Logistics,10270.34,7565.56,2704.7799999999997,35.75,342.68,4680,6.24,100073.53,9966.09,17619.13,4103.43,23.29,High,3.77,Stable,87.07,4.99,84.66,523.6,0.11,20.34,40.9,50.32,9.51
Samsung Galaxy S22,North,WH_1,2025-06-12,Fashion,Green Logistics,57588.65,42749.27,14839.380000000005,34.71,421.69,3535,18.42,274582.18,13405.14,8831.91,1965.33,22.25,Low,3.38,Watchlist,99.18,6.46,72.39,1004.92,0.28,23.69,33.14,61.65,10.6
Levi's Jeans,North,WH_3,2025-04-14,Electronics,Warehouse Automation,53761.58,25411.47,28350.11,111.56,77.13,4850,11.23,42009.24,14315.46,18214.18,2916.17,16.01,High,5.21,Watchlist,89.46,6.84,78.62,2542.98,0.52,71.98,22.31,67.2,18.5
iPhone 14,North,WH_4,2025-04-07,Fashion,Demand Forecasting,70421.7,69848.23,573.4700000000012,0.82,157.46,4161,9.6,62898.34,7153.46,18404.24,4395.56,23.88,Medium,9.73,Stable,98.82,1.97,80.5,2341.77,0.56,38.39,12.71,85.14,15.66
Tomato Ketchup,West,WH_2,2025-04-18,Home Essentials,Sustainable Packaging,54481.6,36376.02,18105.58,49.77,152.03,3851,12.68,74237.28,7433.96,17982.95,3119.07,17.34,Low,6.54,Stable,91.31,2.71,79.03,2372.66,0.62,67.59,43.17,90.5,7.78
Samsung Galaxy S22,South,WH_3,2025-04-10,Fashion,Warehouse Automation,58633.5,53980.56,4652.940000000002,8.62,68.11,2224,18.98,28750.27,8875.6,2691.66,610.35,22.68,High,7.54,Stable,88.54,2.66,82.92,2213.59,1.0,72.8,24.45,56.78,16.89
Levi's Jeans,South,WH_3,2025-05-24,Fashion,Sustainable Packaging,82349.01,8434.31,73914.7,876.36,146.61,3907,10.97,62836.74,12474.56,11561.6,1346.9,11.65,High,9.02,Stable,97.68,2.87,40.97,2464.16,0.63,85.37,30.59,91.95,16.09
Samsung Galaxy S22,West,WH_4,2025-06-30,Electronics,Green Logistics,60022.33,29030.3,30992.030000000002,106.76,28.12,2103,17.64,10431.65,8549.12,2518.42,279.06,11.08,High,2.32,Critical,98.1,5.96,75.09,1439.4,0.68,85.01,22.69,64.37,12.92
Tomato Ketchup,North,WH_2,2025-05-22,Home Essentials,Demand Forecasting,17115.71,14956.76,2158.949999999999,14.43,18.97,3114,19.15,11312.4,11645.48,18282.06,2324.89,12.72,Low,1.67,Stable,88.66,1.92,76.69,959.78,0.31,37.78,14.69,79.24,14.07
Adidas Sneakers,South,WH_2,2025-06-20,Electronics,Warehouse Automation,86488.9,24736.87,61752.03,249.64,446.67,4018,17.39,312101.82,4173.29,16872.1,1404.84,8.33,Medium,8.53,Stable,97.98,5.7,77.0,736.35,0.18,45.43,58.12,72.19,18.42
Wooden Table,South,WH_2,2025-06-05,Consumer Goods,Sustainable Packaging,70785.3,62728.71,8056.590000000004,12.84,124.54,2449,12.88,39283.8,13730.47,1235.58,231.85,18.76,High,9.6,Critical,89.17,3.87,78.07,2682.27,1.1,96.47,57.73,69.09,18.87
Wooden Table,North,WH_3,2025-06-16,Home Essentials,Warehouse Automation,92355.74,32377.78,59977.96000000001,185.24,117.61,4835,6.69,38042.31,3713.13,13086.83,1503.64,11.49,Medium,4.92,Watchlist,86.57,4.73,70.13,680.89,0.14,85.7,40.85,60.94,13.4
Corn Flakes,North,WH_4,2025-04-05,Electronics,Green Logistics,96466.4,51393.29,45073.10999999999,87.7,393.24,1749,10.79,74211.11,14527.27,8020.57,1082.2,13.49,Low,6.34,Critical,85.64,3.85,79.39,632.68,0.36,79.95,48.67,63.54,18.85
Barbie Doll,East,WH_2,2025-05-03,Fashion,Demand Forecasting,39828.33,8274.57,31553.760000000002,381.33,334.91,1346,15.42,69511.64,14772.44,1240.28,96.02,7.74,High,2.82,Watchlist,93.38,5.12,97.36,1167.07,0.87,43.74,26.4,99.77,5.62
iPhone 14,South,WH_2,2025-04-23,Electronics,Sustainable Packaging,53908.37,33391.98,20516.39,61.44,144.17,346,19.87,9911.72,2131.93,1069.77,265.75,24.84,Medium,5.77,Critical,98.52,4.11,71.51,2846.47,8.23,77.86,51.55,95.2,14.14
Barbie Doll,South,WH_4,2025-05-19,Electronics,Green Logistics,46597.98,33427.92,13170.060000000005,39.4,307.39,1491,15.43,70718.54,7621.97,10246.03,2171.79,21.2,High,3.11,Watchlist,92.25,6.65,88.59,2918.94,1.96,35.02,28.04,56.26,17.08
LEGO Set,North,WH_4,2025-06-13,Fashion,Warehouse Automation,12999.9,10505.7,2494.199999999999,23.74,234.26,2440,13.2,75450.46,6068.89,7060.58,521.83,7.39,Low,1.32,Critical,90.35,3.2,80.79,949.01,0.39,98.8,34.51,73.84,13.55
LEGO Set,North,WH_4,2025-04-26,Consumer Goods,Warehouse Automation,71503.69,16178.01,55325.68,341.98,488.04,4148,17.77,359734.09,11891.25,9394.6,1451.33,15.45,High,8.72,Critical,85.98,4.4,96.23,1086.49,0.26,31.99,54.16,56.66,14.98
Wooden Table,North,WH_3,2025-04-06,Fashion,Last-Mile Optimization,25996.35,8054.61,17941.739999999998,222.75,128.82,1205,11.03,17121.66,2480.58,9615.76,1171.02,12.18,Low,4.54,Critical,95.29,4.36,98.65,917.73,0.76,93.1,40.7,91.27,6.2
Levi's Jeans,South,WH_2,2025-06-20,Fashion,Sustainable Packaging,68340.97,57572.89,10768.080000000002,18.7,362.35,744,15.55,41921.0,5519.07,7304.46,1381.06,18.91,Medium,2.29,Critical,90.08,2.58,74.01,2841.46,3.82,36.8,47.23,91.36,13.36
IKEA Chair,West,WH_3,2025-05-08,Consumer Goods,Last-Mile Optimization,28531.45,18862.05,9669.400000000001,51.26,364.95,1360,6.83,33899.48,11719.58,1754.03,270.83,15.44,Low,5.37,Stable,98.19,5.91,99.25,1592.46,1.17,43.12,53.17,73.89,9.02
Pasta,North,WH_3,2025-05-27,Fashion,Demand Forecasting,70781.78,64095.53,6686.25,10.43,425.67,780,10.61,35227.6,2790.9,2838.46,369.71,13.03,Medium,9.32,Critical,93.12,1.97,79.09,1412.36,1.81,58.02,47.97,62.3,11.13
Hot Wheels Car,North,WH_1,2025-04-21,Fashion,Last-Mile Optimization,81597.08,72892.67,8704.410000000003,11.94,105.41,3038,8.33,26675.62,6194.47,12209.35,2378.04,19.48,Low,6.38,Stable,85.16,6.36,91.19,2245.4,0.74,85.29,10.79,81.8,15.63
Sony Headphones,South,WH_3,2025-04-28,Consumer Goods,Sustainable Packaging,42614.8,23499.33,19115.47,81.34,130.94,3496,11.96,54748.84,2615.16,16260.37,3604.29,22.17,Low,1.38,Critical,96.7,6.65,92.3,713.53,0.2,38.61,50.52,61.2,7.43
Tomato Ketchup,South,WH_3,2025-05-08,Electronics,Last-Mile Optimization,27893.57,16308.91,11584.66,71.03,456.96,2710,8.12,100554.96,7586.19,17083.15,2217.77,12.98,Low,4.51,Critical,89.52,2.05,75.17,2621.58,0.97,37.64,35.41,62.54,13.76
Hot Wheels Car,South,WH_2,2025-06-21,Electronics,Warehouse Automation,53900.86,18612.11,35288.75,189.6,473.98,2251,8.27,88235.03,7559.41,14993.27,2905.76,19.38,High,9.13,Watchlist,95.12,5.87,87.47,1951.28,0.87,26.35,27.49,54.78,14.45
Barbie Doll,North,WH_3,2025-04-14,Consumer Goods,Sustainable Packaging,78172.95,65280.32,12892.629999999997,19.75,108.03,2896,13.63,42642.12,10589.51,7879.16,1434.89,18.21,Medium,6.79,Stable,94.07,2.35,91.44,926.62,0.32,38.27,28.6,63.61,14.76
Adidas Sneakers,East,WH_3,2025-04-23,Consumer Goods,Green Logistics,75561.57,42570.38,32991.19000000001,77.5,17.13,3514,8.95,5387.44,8853.85,8771.18,2107.56,24.03,Medium,5.02,Watchlist,96.51,4.7,97.15,2190.59,0.62,41.45,45.44,82.61,15.32
LEGO Set,South,WH_4,2025-06-20,Home Essentials,Warehouse Automation,68510.1,41670.69,26839.410000000003,64.41,259.38,946,7.77,19065.52,7477.28,11832.7,2042.21,17.26,Low,1.31,Watchlist,91.47,3.04,97.12,921.93,0.97,43.03,23.6,57.1,13.44
Adidas Sneakers,North,WH_1,2025-05-03,Electronics,Warehouse Automation,83997.12,34661.59,49335.53,142.33,397.57,4966,5.98,118065.09,10427.77,4457.52,614.2,13.78,High,5.13,Stable,86.63,3.89,90.72,1892.22,0.38,54.24,18.42,56.46,11.03
Tomato Ketchup,East,WH_2,2025-04-09,Consumer Goods,Green Logistics,84580.05,28543.16,56036.89,196.32,335.7,1811,9.68,58849.82,13684.67,17864.09,2385.65,13.35,High,7.06,Watchlist,86.66,6.55,84.32,2607.02,1.44,37.32,28.93,51.1,11.99
Barbie Doll,South,WH_3,2025-05-26,Consumer Goods,Sustainable Packaging,46384.11,17296.01,29088.100000000002,168.18,374.11,3529,7.83,103374.34,11084.11,14036.36,1401.57,9.99,High,7.27,Stable,86.88,4.82,73.54,1110.02,0.31,45.87,50.63,56.09,12.07
Bookshelf,East,WH_2,2025-04-29,Consumer Goods,Sustainable Packaging,23194.1,18719.49,4474.609999999997,23.9,433.75,3170,18.64,256297.67,13258.5,4297.07,370.25,8.62,Low,7.36,Critical,97.17,3.12,70.49,2121.44,0.67,43.57,19.95,62.15,18.32
Pasta,South,WH_3,2025-04-17,Electronics,Last-Mile Optimization,54971.82,20403.05,34568.770000000004,169.43,445.73,1248,13.54,75319.1,14326.25,5004.02,402.17,8.04,Medium,8.71,Stable,93.5,2.49,73.69,758.62,0.61,99.47,30.54,66.34,16.3
Tomato Ketchup,South,WH_3,2025-04-05,Fashion,Last-Mile Optimization,65201.61,35524.41,29677.199999999997,83.54,207.73,2033,17.82,75256.55,8718.85,1573.71,238.73,15.17,Low,8.21,Stable,93.9,3.65,70.87,2146.77,1.06,95.07,20.01,65.8,12.47
Levi's Jeans,North,WH_2,2025-05-15,Fashion,Sustainable Packaging,42560.43,13190.54,29369.89,222.66,301.58,2211,14.56,97085.12,9410.62,18921.81,2138.56,11.3,High,9.14,Stable,99.46,6.0,97.3,2112.42,0.96,74.35,46.96,99.26,7.96
LEGO Set,North,WH_3,2025-06-25,Home Essentials,Sustainable Packaging,36120.39,14459.85,21660.54,149.8,116.86,4339,14.29,72458.24,4088.29,18136.15,2716.81,14.98,Low,6.98,Stable,91.86,4.49,94.82,1484.14,0.34,40.09,25.46,68.25,14.63
Corn Flakes,West,WH_3,2025-04-13,Home Essentials,Sustainable Packaging,77399.63,41219.59,36180.04000000001,87.77,360.49,1002,7.21,26043.31,11966.15,2003.1,138.34,6.91,High,7.44,Watchlist,85.81,6.93,98.93,2497.99,2.49,89.62,46.23,50.6,15.48
Adidas Sneakers,East,WH_2,2025-05-23,Fashion,Last-Mile Optimization,40312.03,16805.05,23506.98,139.88,316.25,2379,7.64,57480.21,4868.31,19359.08,2586.61,13.36,Medium,3.84,Critical,89.42,2.74,89.57,925.32,0.39,84.05,48.61,53.21,15.67
Corn Flakes,North,WH_4,2025-04-12,Consumer Goods,Green Logistics,13126.47,7460.13,5666.339999999999,75.95,160.91,1498,15.03,36228.79,3322.85,6795.92,771.0,11.35,High,7.47,Stable,94.41,4.4,71.03,2335.4,1.56,76.02,55.46,67.83,13.68
Tomato Ketchup,West,WH_4,2025-05-12,Electronics,Last-Mile Optimization,38658.07,17519.16,21138.91,120.66,280.33,2478,12.41,86207.03,9243.69,14115.4,3086.7,21.87,High,8.71,Watchlist,93.54,2.23,71.44,608.61,0.25,74.97,29.17,51.12,7.1
Hot Wheels Car,West,WH_3,2025-05-14,Home Essentials,Demand Forecasting,76697.52,46877.9,29819.620000000003,63.61,33.34,4843,17.25,27852.82,7223.01,9351.02,1106.07,11.83,Medium,6.97,Watchlist,94.03,3.13,76.97,2200.08,0.45,67.72,52.58,98.99,11.67
Levi's Jeans,West,WH_3,2025-05-06,Electronics,Last-Mile Optimization,22169.65,15416.95,6752.700000000001,43.8,121.28,4677,10.97,62224.75,13210.4,11913.82,789.69,6.63,Medium,6.74,Stable,97.81,5.58,90.54,1667.33,0.36,68.51,22.49,81.27,14.52
LEGO Set,North,WH_2,2025-05-17,Electronics,Green Logistics,76674.33,15226.55,61447.78,403.56,21.38,693,19.63,2908.45,13100.54,11864.04,1190.94,10.04,High,5.19,Critical,93.03,3.15,89.04,1609.94,2.32,40.81,27.28,80.76,9.1
Barbie Doll,South,WH_4,2025-05-23,Home Essentials,Last-Mile Optimization,26295.19,22409.49,3885.699999999997,17.34,168.87,3174,13.6,72895.1,7931.48,3958.54,882.84,22.3,Medium,9.6,Watchlist,91.68,1.53,80.22,2270.21,0.72,37.9,25.78,56.2,18.64
Tomato Ketchup,East,WH_3,2025-04-09,Fashion,Demand Forecasting,86617.16,46489.51,40127.65,86.32,228.46,616,18.73,26358.98,3723.6,10112.67,2011.44,19.89,High,5.22,Stable,90.24,3.7,96.07,1394.42,2.26,40.26,41.18,67.38,16.36
Wooden Table,North,WH_3,2025-04-16,Fashion,Last-Mile Optimization,72051.17,58743.79,13307.379999999997,22.65,440.71,888,11.34,44379.14,7492.08,6371.9,672.57,10.56,High,6.58,Stable,95.0,6.63,95.39,2143.15,2.41,54.58,10.87,50.59,9.26
iPhone 14,South,WH_4,2025-04-14,Fashion,Green Logistics,70232.4,35735.55,34496.84999999999,96.53,397.25,3757,14.41,215064.67,2318.28,18161.6,3399.58,18.72,Medium,3.0,Stable,94.5,5.34,89.1,1201.97,0.32,48.77,33.99,87.85,7.31
Levi's Jeans,South,WH_2,2025-04-20,Consumer Goods,Warehouse Automation,96465.65,27044.72,69420.93,256.69,469.68,548,6.8,17502.16,9132.31,2042.81,503.0,24.62,High,4.17,Stable,91.58,3.14,96.38,935.05,1.71,53.42,11.23,58.07,18.84
Pasta,West,WH_4,2025-06-13,Fashion,Last-Mile Optimization,16625.5,11069.84,5555.66,50.19,321.27,2210,6.96,49416.47,2382.47,3859.42,842.17,21.82,High,5.81,Critical,86.88,5.17,70.93,902.08,0.41,64.9,27.43,59.75,16.26
iPhone 14,East,WH_2,2025-05-07,Electronics,Warehouse Automation,82934.09,27374.86,55559.229999999996,202.96,266.66,2013,5.12,27483.47,14399.51,2945.65,421.85,14.32,Low,4.52,Stable,93.73,5.43,82.3,878.49,0.44,67.8,48.05,94.05,19.36
Samsung Galaxy S22,East,WH_2,2025-04-07,Consumer Goods,Demand Forecasting,55263.44,15040.33,40223.11,267.44,330.35,2924,6.0,57956.6,7669.72,7856.5,1960.76,24.96,Medium,4.31,Watchlist,92.78,5.49,44.78,2425.16,0.83,90.94,48.53,86.36,11.14
Levi's Jeans,East,WH_2,2025-05-01,Home Essentials,Demand Forecasting,92278.17,21148.79,71129.38,336.33,356.37,4011,10.88,155518.73,3569.21,16715.7,1505.79,9.01,Medium,3.73,Stable,91.97,5.9,75.56,1406.1,0.35,43.42,37.67,96.04,9.92
Samsung Galaxy S22,South,WH_4,2025-04-30,Consumer Goods,Sustainable Packaging,19818.64,7528.63,12290.009999999998,163.24,130.22,4874,15.21,96536.7,2169.23,18530.77,1305.15,7.04,High,1.27,Critical,88.38,6.72,86.83,1892.09,0.39,44.42,53.1,80.04,-5.25
LEGO Set,North,WH_4,2025-06-16,Home Essentials,Warehouse Automation,14291.66,7414.15,6877.51,92.76,36.94,3151,13.18,15341.25,12967.88,12965.02,2560.93,19.75,High,1.39,Watchlist,88.66,3.7,92.97,1210.67,0.38,86.33,20.38,81.56,18.52
Wooden Table,South,WH_3,2025-05-19,Electronics,Last-Mile Optimization,99237.38,53113.95,46123.43000000001,86.84,14.69,1173,6.56,1130.38,6176.31,10655.32,2511.12,23.57,Low,3.16,Stable,88.13,6.36,72.06,1984.14,1.69,63.93,29.2,98.66,12.71
Levi's Jeans,West,WH_3,2025-05-14,Home Essentials,Warehouse Automation,19038.12,13384.11,5654.009999999998,42.24,150.99,3463,6.47,33830.23,8378.41,7224.15,560.36,7.76,Medium,6.02,Stable,88.58,3.37,99.07,2906.54,0.84,94.05,56.73,82.04,14.51
iPhone 14,East,WH_3,2025-05-17,Home Essentials,Sustainable Packaging,57296.9,22567.3,34729.600000000006,153.89,107.66,2432,12.33,32283.53,12576.38,9182.02,1641.74,17.88,Low,1.96,Watchlist,91.64,1.82,86.35,6319.88,0.65,67.53,28.34,51.98,10.43
Tomato Ketchup,South,WH_4,2025-05-25,Fashion,Demand Forecasting,17500.33,14535.09,2965.2400000000016,20.4,240.99,1000,17.6,42414.24,13131.19,2545.81,632.06,24.83,Medium,3.77,Watchlist,95.78,5.99,75.74,750.78,0.75,38.71,23.05,95.6,13.87
